CCEN;NOM;NOME;DGENRC;DGENRE;GENR;MUNI;DMUNIC;DMUNIE;DTERRC;DTERRE;DEPE;DTITUC;DTITUE;DOMI;CPOS;TEL1;TFAX;EMAIL;PAGINA;COOR_X;COOR_Y
013655;TILIN TALAN AMARA;TILIN TALAN AMARA;EIPR;HEPR;31N0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;ILLUNBE, 8;20011;943103106; ;tilintalan@tilintalan.es; ;583249.227674335;4795059.899424817
013657;MAGALA;MAGALA;EIPR;HEPR;31N0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;BIKTORIANO IRAOLA PLAZA, 1-2;20001;640631243; ;info@magalahaureskola.eus; ;583513.028725054;4797335.996131915
014002;TRAÑA MATIENA;TRAÑA MATIENA;CEIP;HLHI;11S0;001;ABADIÑO;ABADIÑO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;TRAÑAETXOSTE 10;48220;946814775;946810276;014002aa@hezkuntza.net; ;531524.299773546;4779408.305261545
014003;ZELAIETA;ZELAIETA;CEIP;HLHI;11S0;001;ABADIÑO;ABADIÑO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SAN TROKAZ 7;48220;944280101;944280106;014003aa@hezkuntza.net;http://www.zelaieta.hezkuntza.net/web/guest;531946.816835276;4777924.167353524
014004;BUENOS AIRES;BUENOS AIRES;CEIP;HLHI;11S0;002;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;COTARRO 11;48500;946363076;946363076;014004aa@hezkuntza.net; ;493903.476248936;4795739.371120318
014005;EL CASAL;EL CASAL;CEIP;HLHI;11S0;002;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;EL CASAL 6;48500;946362829;946362829;014005aa@hezkuntza.net; ;493909.009210459;4796529.310330477
014006;MTRO. ASKARTZA ISUSI;MTRO. ASKARTZA ISUSI;CEIP;HLHI;11S0;002;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ASKARTZA ISUSI 8;48540;946368453;946367701;014006aa@hezkuntza.net; ;492205.516729027;4795990.989904043
014010;DOLORES IBARRURI;DOLORES IBARRURI;IES;BHI;11D0;002;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;EL MINERO ETORB. 28;48500;944288035;946360429;014010aa@hezkuntza.net; ;493920.437950653;4796007.856470902
014021;AMOROTO;AMOROTO;CEIP;HLHI;11S0;004;AMOROTO;AMOROTO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ELEXALDE Z/G;48289;946243095;946243704;014021aa@hezkuntza.net; ;539507.513928767;4797110.562018376
014025;MUNITIBAR;MUNITIBAR;CEIP;HLHI;11S0;007;MUNITIBAR-ARBATZEGI GERRIKAITZ;MUNITIBAR-ARBATZEGI GERRIKAITZ;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;HERRIKO PL. 7;48381;946165300;946164149;014025aa@hezkuntza.net; ;533039.168566707;4790348.568402622
014026;ÁNGEL LARENA;ÁNGEL LARENA;CEIP;HLHI;11S0;008;ARTZENTALES;ARTZENTALES;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LEHENDAKARI AGIRRE 24;48879;946809252;946809252;014026aa@hezkuntza.net; ;482570.874353259;4787630.271704054
014027;ARRANKUDIAGA;ARRANKUDIAGA;CEIP;HLHI;11S0;009;ARRANKUDIAGA;ARRANKUDIAGA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ELEXALDE 22;48498;946481832;946481832;014027aa@hezkuntza.net; ;506614.230839346;4779993.676111002
014029;ARRIGORRIAGA;ARRIGORRIAGA;CEIP;HLHI;11S0;011;ARRIGORRIAGA;ARRIGORRIAGA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MIKEL ALONSOTEGI 2;48480;946712066;946712066;014029aa@hezkuntza.net; ;509120.167658448;4784177.204565883
014034;URKITZA;URKITZA;CEIP;HLHI;11S0;012;BAKIO;BAKIO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;AGIRRE LEHENDAKARIA PLAZA 1;48130;946194212;946029285;014034aa@hezkuntza.net; ;515029.147926842;4807753.205739026
014038;ARTEAGABEITIA;ARTEAGABEITIA;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ASTARLOA 4;48902;944996030;944996030;014038aa@hezkuntza.net; ;500794.602539744;4793335.540413106
014046;JUAN RAMÓN JIMÉNEZ;JUAN RAMÓN JIMÉNEZ;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;OKELURI 2;48903;944287850;944287851;014046aa@hezkuntza.net; ;501451.878788582;4792394.571944518
014048;LARREA;LARREA;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;PORMETXETA 28;48901;944280184;944280185;014048aa@hezkuntza.net; ;501422.540074577;4794017.141675142
014049;GURUTZETA;GURUTZETA;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LABROSTEGI 5;48903;944902981;944902981;014049aa@hezkuntza.net; ;501016.663126637;4792161.95929215
014050;MUKUSULUBA;MUKUSULUBA;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MURILLO 20;48902;944378409;944378409;014050aa@hezkuntza.net; ;500096.006365138;4793368.313742191
014051;MUNOA;MUNOA;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LLANO 55;48903;944996639;944996639;014051aa@hezkuntza.net; ;501730.613063322;4792572.015826329
014053;NTRA. SRA. DEL PILAR;NTRA. SRA. DEL PILAR;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;EUSKALTZAINDIA 1;48901;944371725;944780886;014053aa@hezkuntza.net; ;500739.091515943;4793592.238163022
014055;RONTEGI;RONTEGI;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ARABA 9;48901;944376504;944180080;014055aa@hezkuntza.net; ;501326.550201127;4793516.383602999
014057;ZUAZO;ZUAZO;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ARTEAGABEITIA 27;48902;944996381;946575322;014057aa@hezkuntza.net; ;500296.578281796;4793137.300764214
014059;BARAKALDO;BARAKALDO;CEPA;HHI;11J1;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ARANA 26;48901;944374013;944374013;014059aa@hezkuntza.net;http://www.epabarakaldo.net;501174.587536595;4794194.21563225
014064;ANTONIO TRUEBA;ANTONIO TRUEBA;IES;BHI;11D0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LA BONDAD 30-A;48901;944287811; ;014064aa@hezkuntza.net;http://www.antoniotruebabhi-barakaldo.hezkuntza.net/web/guest;500201.701597325;4794020.490993397
014065;CRUCES;CRUCES;IES;BHI;11D0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SIEBE 84;48903;944288037; ;014065aa@hezkuntza.net;http://www.iescruces.com;500947.579443124;4791710.221242124
014066;BEURKO;BEURKO;IES;BHI;11D0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ARAUTI Z/G;48902;944288040;944780354;014066aa@hezkuntza.net; ;500149.241535914;4794065.781774589
014067;IBAIBE;IBAIBE;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BEURKO MUINOA Z/G;48902;944381771;944381771;014067aa@hezkuntza.net;http://www.ibaibe.eus;500145.324759873;4794017.181667001
014068;MINAS;MINAS;IES;BHI;11D0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LA BONDAD 28;48902;944287813;944287840;014068aa@hezkuntza.net; ;500229.283946496;4794011.602802563
014069;NICOLÁS LARBURU;NICOLÁS LARBURU;CIFP;LHII;11U0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ALDAPA 3B;48901;944180266;944189327;014069aa@hezkuntza.net;http://www.nlarburu.net;501081.351775139;4793979.009436849
014073;JOSÉ ETXEGARAI;JOSÉ ETXEGARAI;CEIP;HLHI;11S0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;AGIRRE LEHENDAKARIA 95;48970;944405525;944405525;014073aa@hezkuntza.net; ;509929.010771292;4787058.258135761
014074;KAREAGA-GOIKOA;KAREAGA-GOIKOA;CEIP;HLHI;11S0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ASTURIAS Z/G;48970;944498946;944409908;014074aa@hezkuntza.net;https://www.kareaga-goikoa.com/;508189.912734189;4787256.24783553
014080;SOFÍA TARAMONA;SOFÍA TARAMONA;CEIP;HLHI;11S0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;GERNIKA Z/G;48970;944494592;944494592;014080aa@hezkuntza.net; ;509022.421420163;4785529.969214551
014083;BASAURI DENON ESKOLA;BASAURI DENON ESKOLA;CEPA;HHI;11J1;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;IBAIGANE Z/G;48970;944402022;944264174;014083aa@hezkuntza.net; ;508943.417985962;4786834.563668123
014086;URBI;URBI;IES;BHI;11D0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;AGIRRE LEHENDAKARIA 93;48970;944280108;944280109;014086aa@hezkuntza.net; ;509879.684130713;4786991.55171366
014087;URIBARRI;URIBARRI;IES;BHI;11D0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;URIBARRI 11;48970;944288042;944287842;014087aa@hezkuntza.net;http://www.uribarribhi.com/;509639.746553387;4787566.464691786
014088;BIDEBIETA;BIDEBIETA;CIFP;LHII;11U0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;AGIRRE LEHENDAKARIA 97;48970;944262777;944260072;014088aa@hezkuntza.net;http://www.ibidebieta.net/;509997.888308697;4786983.773296935
014090;BERANGO-MERANA;BERANGO-MERANA;CEIP;HLHI;11S0;016;BERANGO;BERANGO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;TORREKOLANDA 8;48640;946681117;946682538;014090aa@hezkuntza.net; ;500402.562118533;4801336.091923985
014094;BERMEO;BERMEO;CEPA;HHI;11J1;017;BERMEO;BERMEO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ATALDE Z/G;48370;946186433;946881176;014094aa@hezkuntza.net; ;522079.806567245;4807647.977158
014096;BERRIATUA;BERRIATUA;CEIP;HLHI;11S0;018;BERRIATUA;BERRIATUA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ZEHARBIDE 5;48710;946139063;946139063;014096aa@hezkuntza.net; ;543222.687322197;4795226.255563506
014097;LEARRETA-MARKINA;LEARRETA-MARKINA;CEIP;HLHI;11S0;019;BERRIZ;BERRIZ;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LEARRETA-MARKINA Z/G;48240;946824344;946824344;014097aa@hezkuntza.net; ;534237.157809414;4780373.558786982
014105;ARTATSE;ARTATSE;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;JULIAN GAIARRE 100;48004;944121561;000000000;014105aa@hezkuntza.net; ;508193.021417489;4789332.075306851
014108;BASURTO;BASURTO;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ZANKOETA 2;48013;944410546; ;014108aa@hezkuntza.net;https://www.basurtoikastetxea.net/;504146.991767525;4789537.213551556
014109;BIRJINETXE;BIRJINETXE;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;JESÚS GALÍNDEZ 20 BIS;48004;944111178;944111178;014109aa@hezkuntza.net; ;507541.566734724;4789730.464215942
014111;CERVANTES;CERVANTES;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LERSUNDI 10;48009;944240330;944240330;014111aa@hezkuntza.net; ;505490.849995829;4790449.237911634
014114;DEUSTO;DEUSTO;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BLAS DE OTERO 66;48014;944754955;944476408;014114aa@hezkuntza.net; ;503928.476893679;4790794.697594316
014115;ELEJABARRI;ELEJABARRI;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;TOLOSA 6;48002;944433919;944701393;014115aa@hezkuntza.net; ;504106.719063983;4788987.385467472
014117;INDAUTXUKO ESKOLA;INDAUTXUKO ESKOLA;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MANUEL ALLENDE 28;48010;944211940;944103823;014117aa@hezkuntza.net; ;504650.15318647;4789474.74626659
014119;GABRIEL ARESTI;GABRIEL ARESTI;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ERREKALDE 3;48002;944221713;944104484;014119aa@hezkuntza.net;http://www.gabrielarestilhi.hezkuntza.net;504419.459200599;4788675.35897956
014123;ING. JOSE ORBEGOZO GOROSTIDI;ING. JOSE ORBEGOZO GOROSTIDI;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ITURRIGORRI BIDEA 46;48002;944221749;944221749;014123aa@hezkuntza.net; ;504160.828294254;4788056.594927195
014124;JUAN M. SÁNCHEZ MARCOS;JUAN M. SÁNCHEZ MARCOS;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;GENERAL CONCHA 18;48010;944280183; ;014124aa@hezkuntza.net; ;505254.565327526;4789588.643083223
014126;LUIS BRIÑAS-SANTUTXU;LUIS BRIÑAS-SANTUTXU;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ITURRIAGA 58;48004;944111181;944120274;014126aa@hezkuntza.net;http://www.santutxu.net;507264.869183526;4788715.470814913
014127;MINA DEL MORRO;MINA DEL MORRO;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SAGARMINAGA 30;48004;944280186; ;014127aa@hezkuntza.net; ;506985.763845793;4788456.813463869
014129;ARANGOITI;ARANGOITI;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MONTE GANETA 2;48014;944280187; ;014129aa@hezkuntza.net; ;504124.942379877;4791398.694652461
014130;MAESTRA ISABEL GALLEGO GORRIA;MAESTRA ISABEL GALLEGO GORRIA;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BATALLA DE PADURA 17;48012;944210429;944210429;014130aa@hezkuntza.net;http://www.bilbao.net/hezkuntza/ggorria;504985.874491139;4788694.245135338
014131;MAESTRO GARCIA RIVERO;MAESTRO GARCIA RIVERO;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ATXURI 2;48006;944330193;944330193;014131aa@hezkuntza.net; ;506340.221433388;4789073.717894755
014137;PÍO BAROJA;PÍO BAROJA;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;GABRIEL ARESTI 1;48004;944122502;944122502;014137aa@hezkuntza.net;http://ceippiobaroja.es;507461.186244526;4789017.339370442
014140;PAGASARRIBIDE;PAGASARRIBIDE;CPI;IPI;11T0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LARRASKITU 58;48003;944288043; ;014140aa@hezkuntza.net; ;505340.709662887;4788078.780411403
014149;SRA. VDA. DE EPALZA;SRA. VDA. DE EPALZA;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;TIBOLI 5;48007;944280189; ;014149aa@hezkuntza.net;http://www.tibolieskola.eus;506046.809555802;4790453.297085401
014150;TOMÁS CAMACHO;TOMÁS CAMACHO;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MONASTERIO 2;48012;944449799;944449799;014150aa@hezkuntza.net; ;505217.368323906;4788929.49725045
014151;TXURDINAGA;TXURDINAGA;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MIEMBRO DYA F. JIMÉNEZ 3;48004;944280181; ;014151aa@hezkuntza.net;http://txurdinaga.hezkuntza.net;507749.320781763;4788763.071126007
014153;URIBARRI;URIBARRI;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;CAMPA ESCUELAS URIBARRI 5;48007;944457397;944466135;014153aa@hezkuntza.net; ;506409.709163271;4790426.742490512
014157;ZAMAKOLA-JUAN DELMAS;ZAMAKOLA-JUAN DELMAS;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ZAMÁCOLA 174;48003;944168023;944150812;014157aa@hezkuntza.net;http://zamakolaeskola.com/index.php?idioma=es;506369.395230508;4787546.978658111
014159;ZORROTZA FRAY JUAN ;ZORROTZA FRAY JUAN ;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;IKASTALDE 12;48013;944420021;944420021;014159aa@hezkuntza.net; ;502219.38548397;4791204.854108143
014160;ZURBARAN;ZURBARAN;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ZUMAIA 1;48007;944452095;944460444;014160aa@hezkuntza.net;http://www.bilbao.net/hezkuntza/zurbaranlh;506818.818482175;4790409.6059786
014161;ZURBARANBARRI;ZURBARANBARRI;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ZURBARANBARRI 34 BIS;48007;944467829;944461636;014161aa@hezkuntza.net;http://www.zurbaranbarri.hezkuntza.net;507277.782175693;4790391.879586755
014163;JUAN CRISÓSTOMO DE ARRIAGA;JUAN CRISÓSTOMO DE ARRIAGA;CPM;MKP;12P0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;PL. IBARREKOLANDA 1;48015;944157888;944162839;014163aa@hezkuntza.net; ;503380.111756303;4791381.648122232
014182;BILBAO;BILBAO;EOI;HEO;12I0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;PL. DE SAN PEDRO 5;48014;944754972;944057058;014182aa@hezkuntza.net;http://www.eoibilbaoheo.hezkuntza.net;504483.141856098;4790966.312662564
014186;BOTIKAZAR;BOTIKAZAR;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;RIBERA BÓTICA VIEJA 1;48014;944288067; ;014186aa@hezkuntza.net; ;504863.349490744;4790819.242598251
014187;MARTÍN DE BERTENDONA;MARTÍN DE BERTENDONA;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BERTENDONA 5;48008;944280110;944280111;014187aa@hezkuntza.net; ;505540.959991616;4789724.805367784
014188;GABRIEL ARESTI;GABRIEL ARESTI;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ARTALANDIO 5;48004;944288101;944288102;014188aa@hezkuntza.net;http://www.gabrielarestibhi.hezkuntza.net;507965.699981936;4789320.257712289
014189;MIGUEL DE UNAMUNO;MIGUEL DE UNAMUNO;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LICENCIADO POZA 1;48008;944288110;944288111;014189aa@hezkuntza.net;http://www.iesunamuno.net;505452.234706991;4789783.253470841
014190;TXURDINAGA BEHEKOA;TXURDINAGA BEHEKOA;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;GABRIEL ARESTI 8;48004;944288003;944288004;014190aa@hezkuntza.net;http://www.txurdinagabehekoa.eus;507582.96087309;4789026.947414751
014191;REKALDEBERRI;REKALDEBERRI;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LARRASKITU 56;48002;944280112;944280113;014191aa@hezkuntza.net;http://www.rekaldeberri.hezkuntza.net/web/guest;504795.675846606;4788450.154819217
014192;SAN ADRIAN;SAN ADRIAN;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MARTÍN BARUA PICAZA 14;48003;944288005;944288006;014192aa@hezkuntza.net;http://www.sanadrianinstitutua.net;505526.282388769;4788512.792069585
014200;ESKURTZE;ESKURTZE;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ESKURTZE 11;48012;944280114; ;014200aa@hezkuntza.net;http://www.eskurtze.net;504918.728581036;4788803.81283315
014205;EMILIO CAMPUZANO;EMILIO CAMPUZANO;CIFP;LHII;11U0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SANTOS JUANES 7;48006;944333305;944331893;014205aa@hezkuntza.net;http://www.emiliocampuzano.hezkuntza.net/web/guest;506346.554241807;4789143.833622902
014230;JOSE M. UCELAY;JOSE M. UCELAY;CEIP;HLHI;11S0;021;BUSTURIA;BUSTURIA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ALTAMIRA 37;48350;946870905;946870905;014230aa@hezkuntza.net; ;524167.695572227;4801834.120551698
014232;CONCHA;CONCHA;CEIP;HLHI;11S0;022;KARRANTZA HARANA/VALLE DE CARRANZA;KARRANTZA HARANA/VALLE DE CARRANZA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;CONCHA 49;48891;946107147;946107147;014232aa@hezkuntza.net; ;470989.107780487;4785584.208174367
014235;ARRATIA;ARRATIA;CEIP;HLHI;11S0;023;ARTEA;ARTEA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;HERRIKO PL. 2A;48142;946739065;946739065;014235aa@hezkuntza.net; ;517735.813333643;4775649.040449025
014236;ZEANURI;ZEANURI;CEIP;HLHI;11S0;024;ZEANURI;ZEANURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ALBAKOA 27;48144;946739333;946739333;014236aa@hezkuntza.net; ;520463.818985483;4772063.010375076
014237;ZUBIALDE;ZUBIALDE;CEIP;HLHI;11S0;025;ZEBERIO;ZEBERIO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SAUTUOLABARRI 8E;48499;946480682;946480682;014237aa@hezkuntza.net; ;512324.750127222;4777207.15329966
014238;DIMA-UGARANA;DIMA-UGARANA;CEIP;HLHI;11S0;026;DIMA;DIMA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;TELLERI Z/G;48141;946315532;946315532;014238aa@hezkuntza.net; ;520364.456561715;4776625.061782706
014242;LANDAKO ESKOLA;LANDAKO ESKOLA;CEIP;HLHI;11S0;027;DURANGO;DURANGO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MURUETA TORRE 20;48200;944280174;944280175;014242aa@hezkuntza.net; ;530192.670132333;4780058.482919763
